latitude,longitude,depth,mag,place,locationSource,zone
38.17,-117.848,10.3,2.1,"33 km SE of Mina, Nevada",nn,yellow
-2.482,146.451,10.0,4.7,"103 km WSW of Lorengau, Papua New Guinea",us,red
50.782,153.398,275.77,4.1,"193 km W of Severo-Kuril’sk, Russia",us,red
19.17,-155.492,31.47,1.81,"3 km SSW of Pāhala, Hawaii",hv,red
60.82,-152.662,128.9,1.6,"76 km W of Nikiski, Alaska",ak,red
19.3,-155.344,1.79,1.73,"Island of Hawaii, Hawaii",hv,red
31.607,-104.194,6.13,1.9,"50 km NW of Toyah, Texas",tx,red
51.739,177.975,146.53,4.1,"Rat Islands, Aleutian Islands, Alaska",us,red
28.924,-98.041,3.3,2.3,"6 km SSW of Falls City, Texas",tx,red
52.068,-169.5,35.0,2.7,"106 km SSW of Nikolski, Alaska",us,red
28.921,-98.039,3.15,2.3,"7 km SSW of Falls City, Texas",tx,red
19.343,-154.779,39.23,1.99,"20 km SE of Leilani Estates, Hawaii",hv,red
31.011,141.54,10.0,4.4,"Izu Islands, Japan region",us,red
28.933,-98.048,2.96,3.5,southern Texas,tx,red
14.367,-93.422,10.0,4.9,"114 km WSW of Puerto Madero, Mexico",us,red
42.35,-122.786,1.74,1.71,"7 km ENE of Medford, Oregon",uw,green
59.56,-152.927,96.6,1.9,"61 km WNW of Nanwalek, Alaska",ak,red
19.337,-155.303,2.49,1.72,"13 km SSW of Volcano, Hawaii",hv,red
44.362,-115.215,9.58,1.75,southern Idaho,mb,green
52.625,-169.519,30.3,2.2,"56 km SW of Nikolski, Alaska",ak,red
14.367,-93.302,10.0,4.4,"near the coast of Chiapas, Mexico",us,red
33.822,-117.48,-0.53,1.68,"7 km SSE of Home Gardens, CA",ci,yellow
68.865,-145.156,3.2,1.7,"83 km N of Arctic Village, Alaska",ak,red
36.578,-121.173,6.03,1.98,"6 km NNW of Pinnacles, CA",nc,yellow
36.579,-121.174,5.87,2.18,"6 km NNW of Pinnacles, CA",nc,yellow
-19.119,-173.314,10.0,4.5,Tonga,us,red
56.349,-149.77,10.0,3.0,,us,red
19.189,-155.374,-0.55,2.25,"11 km E of Pāhala, Hawaii",hv,red
37.389,-121.739,6.74,2.64,"8 km ENE of Alum Rock, CA",nc,yellow
51.962,178.44,4.8,2.1,"Rat Islands, Aleutian Islands, Alaska",ak,red
52.385,-174.033,116.0,4.1,"23 km NNE of Atka, Alaska",us,red
40.37,-124.936,12.45,2.97,"55 km W of Petrolia, CA",nc,yellow
61.865,-149.238,10.5,1.5,"13 km N of Fishhook, Alaska",ak,red
59.706,-152.172,68.9,3.0,"20 km WSW of Anchor Point, Alaska",ak,red
49.346,-122.652,8.78,1.77,"British Columbia, Canada",uw,green
34.396,-96.808,0.0,1.57,"1 km ESE of Mill Creek, Oklahoma",ok,green
59.466,-138.883,16.4,2.4,Southeastern Alaska,ak,red
0.779,125.206,51.39,5.2,"66 km SSE of Tondano, Indonesia",us,red
17.937,-66.944,10.89,2.81,Puerto Rico region,pr,yellow
52.29,-169.505,45.09,4.3,"Fox Islands, Aleutian Islands, Alaska",us,red
-5.491,150.257,124.5,4.9,"14 km ENE of Kimbe, Papua New Guinea",us,red
62.301,-148.7,28.1,1.9,"57 km NNW of Chickaloon, Alaska",ak,red
60.869,-151.861,88.0,1.5,"37 km WNW of Nikiski, Alaska",ak,red
30.962,141.485,35.0,4.5,,us,red
53.186,-166.83,48.5,3.2,"79 km SSW of Unalaska, Alaska",ak,red
52.153,-169.364,19.5,3.0,"93 km SSW of Nikolski, Alaska",ak,red
39.626,-119.643,6.3,1.5,"6 km ESE of Spanish Springs, Nevada",nn,yellow
30.987,141.347,38.57,5.0,"Izu Islands, Japan region",us,red
48.371,-116.542,-0.79,1.73,"7 km NNW of Kootenai, Idaho",uw,green
-17.803,-68.32,226.83,4.2,,us,red
51.831,-175.933,124.7,2.4,"48 km E of Adak, Alaska",ak,red
-22.208,-179.505,581.08,4.4,south of the Fiji Islands,us,red
-0.701,98.428,21.05,4.9,"157 km SSE of Teluk Dalam, Indonesia",us,red
17.923,-66.945,10.09,2.03,"6 km SW of Guánica, Puerto Rico",pr,yellow
53.041,-167.555,57.9,1.8,"88 km E of Nikolski, Alaska",ak,red
53.979,-165.335,70.5,2.0,"33 km ESE of Akutan, Alaska",ak,red
64.799,-149.002,16.1,1.5,"22 km NNE of Four Mile Road, Alaska",ak,red
46.755,-121.885,3.18,1.71,Washington,uw,green
33.499,-116.581,10.33,1.68,"11 km SE of Anza, CA",ci,yellow
52.135,-169.364,20.0,3.5,"95 km SSW of Nikolski, Alaska",ak,red
-22.128,-67.344,175.29,4.6,"123 km NE of San Pedro de Atacama, Chile",us,red
17.928,-66.946,10.29,2.21,"6 km SW of Guánica, Puerto Rico",pr,yellow
32.55,137.899,348.92,4.4,"221 km SSE of Shima, Japan",us,red
57.943,-155.235,90.1,2.3,Alaska Peninsula,ak,red
60.314,-148.406,0.0,1.6,"35 km NW of Chenega, Alaska",ak,red
-30.226,-71.863,39.97,4.4,"58 km WSW of Coquimbo, Chile",us,red
-24.337,-67.127,156.41,4.5,,us,red
39.627,-119.634,9.2,2.3,"6 km ESE of Spanish Springs, Nevada",nn,yellow
39.627,-119.638,10.1,3.1,"6 km ESE of Spanish Springs, Nevada",nn,yellow
34.399,-97.551,6.96,1.59,"6 km SW of Ratliff City, Oklahoma",ok,green
36.404,-98.438,7.91,1.6,"0 km ESE of Cleo Springs, Oklahoma",ok,green
32.798,-115.563,11.57,1.72,"1 km NNW of El Centro, CA",ci,yellow
67.385,-156.617,13.5,1.7,northern Alaska,ak,red
19.172,-155.491,33.6,1.94,"Island of Hawaii, Hawaii",hv,red
59.493,-153.579,129.5,2.0,"44 km SE of Pedro Bay, Alaska",ak,red
53.889,-167.941,15.9,1.9,"91 km W of Dutch Harbor, Alaska",ak,red
35.267,-98.016,10.14,1.57,"8 km SW of Minco, Oklahoma",ok,green
63.08,-150.913,119.5,1.9,Central Alaska,ak,red
68.884,-145.089,18.6,1.5,"86 km NNE of Arctic Village, Alaska",ak,red
47.612,-121.731,14.39,2.66,Washington,uw,green
53.846,-166.574,88.2,2.1,"4 km SW of Unalaska, Alaska",ak,red
8.237,137.549,10.0,4.7,"154 km SSW of Colonia, Micronesia",us,red
51.447,-171.015,10.0,2.8,"221 km SW of Nikolski, Alaska",us,red
52.306,-174.506,10.2,1.7,"Andreanof Islands, Aleutian Islands, Alaska",ak,red
58.353,-133.486,0.0,1.5,"55 km E of Juneau, Alaska",ak,red
2.118,127.819,228.28,4.6,"48 km NNW of Tobelo, Indonesia",us,red
51.372,-168.138,10.0,3.1,,us,red
35.265,-98.026,11.91,1.92,Oklahoma,ok,green
40.307,-123.653,23.47,1.7,"25 km NE of Redway, CA",nc,yellow
31.544,-104.12,6.7,2.2,"40 km NW of Toyah, Texas",tx,red
29.025,-97.891,6.33,1.9,"13 km ENE of Falls City, Texas",tx,red
54.192,-164.392,78.5,2.2,"90 km E of Akutan, Alaska",ak,red
59.816,-152.57,80.9,2.6,,ak,red
68.876,-145.231,9.2,2.3,"84 km N of Arctic Village, Alaska",ak,red
18.981,-67.462,21.1,3.23,"66 km NW of San Antonio, Puerto Rico",pr,yellow
19.167,-155.361,25.5,1.75,"12 km ESE of Pāhala, Hawaii",hv,red
19.167,-155.359,26.5,2.28,"13 km ESE of Pāhala, Hawaii",hv,red
69.13,-144.793,12.7,1.6,"115 km NNE of Arctic Village, Alaska",ak,red
19.191,-155.393,31.53,1.82,"9 km E of Pāhala, Hawaii",hv,red
39.623,-119.636,10.0,1.5,Nevada,nn,yellow
51.804,-174.626,36.7,1.9,"52 km SSW of Atka, Alaska",ak,red
49.09,155.118,52.76,4.6,"190 km SSW of Severo-Kuril’sk, Russia",us,red
64.996,-147.426,10.0,2.5,"9 km ENE of Fox, Alaska",ak,red
60.124,-152.999,113.8,1.9,"72 km ENE of Pedro Bay, Alaska",ak,red
31.655,-104.655,5.54,2.0,,tx,red
35.268,-98.026,9.87,1.99,Oklahoma,ok,green
1.344,96.884,10.0,4.5,"81 km W of Gunungsitoli, Indonesia",us,red
-2.963,129.956,21.1,4.6,"115 km ENE of Masohi, Indonesia",us,red
-21.203,-178.752,555.64,4.4,Fiji region,us,red
-2.971,129.819,18.76,4.9,"101 km ENE of Masohi, Indonesia",us,red
29.16,-97.625,2.3,2.0,"11 km S of Smiley, Texas",tx,red
31.666,-104.386,6.59,1.8,western Texas,tx,red
35.261,-98.025,10.25,2.08,"9 km SW of Minco, Oklahoma",ok,green
19.15,-155.36,27.86,2.17,"13 km ESE of Pāhala, Hawaii",hv,red
49.959,-179.48,11.9,3.0,"292 km SW of Adak, Alaska",ak,red
58.344,-133.479,0.0,2.1,"55 km E of Juneau, Alaska",ak,red
36.913,-121.577,7.07,1.8,"6 km ENE of Aromas, CA",nc,yellow
66.978,-157.508,15.4,1.5,"19 km WNW of Shungnak, Alaska",ak,red
61.379,-147.405,5.7,1.6,"49 km SSE of Glacier View, Alaska",ak,red
36.524,-120.568,9.29,2.13,"15 km NE of New Idria, CA",nc,yellow
-31.479,-69.264,119.86,4.3,"21 km SE of Calingasta, Argentina",us,red
44.206,-115.111,5.99,1.99,"13 km W of Stanley, Idaho",mb,green
44.222,-115.111,7.65,2.43,"13 km W of Stanley, Idaho",mb,green
39.488,-123.303,8.65,1.68,"9 km NE of Brooktrails, CA",nc,yellow
38.688,-122.502,6.5,1.9,"12 km SE of Middletown, CA",nc,yellow
17.93,-66.945,9.63,2.26,"6 km SW of Guánica, Puerto Rico",pr,yellow
51.66,-177.077,52.1,1.8,"38 km SW of Adak, Alaska",ak,red
19.027,-155.41,33.67,1.82,"Island of Hawaii, Hawaii",hv,red
18.033,-68.679,134.0,3.93,"38 km S of Boca de Yuma, Dominican Republic",pr,yellow
-28.084,-71.493,41.95,4.7,"90 km NW of Vallenar, Chile",us,red
38.296,-117.867,9.1,1.6,"23 km ESE of Mina, Nevada",nn,yellow
45.446,-66.288,5.24,1.6,"26 km NW of Saint John, Canada",us,red
35.248,-98.015,7.27,1.69,"8 km NW of Pocasset, Oklahoma",ok,green
35.265,-98.02,1.49,1.62,"8 km SW of Minco, Oklahoma",ok,green
-8.124,122.686,195.18,4.1,"Flores region, Indonesia",us,red
50.562,-178.142,10.0,2.4,"Andreanof Islands, Aleutian Islands, Alaska",us,red
19.252,-155.391,31.63,1.83,"Island of Hawaii, Hawaii",hv,red
-35.576,179.674,44.97,4.6,off the east coast of the North Island of New Zealand,us,red
67.536,-156.352,0.7,3.0,northern Alaska,ak,red
33.598,-117.238,10.69,1.58,"4 km E of Wildomar, CA",ci,yellow
31.673,-104.38,6.47,2.1,"55 km S of Whites City, New Mexico",tx,red
51.454,-176.58,24.2,1.7,"46 km S of Adak, Alaska",ak,red
35.27,-98.012,6.85,1.83,"7 km SW of Minco, Oklahoma",ok,green
-4.846,138.714,10.0,4.4,"100 km NE of Agats, Indonesia",us,red
31.664,-104.316,6.7,2.3,"57 km S of Whites City, New Mexico",tx,red
19.271,-155.39,31.06,3.45,"11 km NE of Pāhala, Hawaii",hv,red
35.274,-98.018,7.08,1.82,,ok,green
1.926,125.344,128.73,4.3,"58 km NNE of Bitung, Indonesia",us,red
32.768,-100.612,6.82,2.0,"16 km SW of Rotan, Texas",tx,red
63.301,-150.968,1.6,1.5,"46 km SE of Denali National Park, Alaska",ak,red
-6.229,103.777,38.45,4.6,"186 km WSW of Bandar Lampung, Indonesia",us,red
35.26,-98.029,7.95,2.08,"9 km SW of Minco, Oklahoma",ok,green
33.785,-116.117,4.73,1.99,"12 km NE of Indio, CA",ci,yellow
51.523,-178.137,13.3,1.8,"111 km WSW of Adak, Alaska",ak,red
36.049,-117.862,0.83,1.64,"8 km E of Coso Junction, CA",ci,yellow
47.672,-120.161,4.12,2.1,"3 km E of Entiat, Washington",uw,green
58.977,-154.459,129.7,1.9,"54 km SSE of Kokhanok, Alaska",ak,red
-20.404,-68.931,114.21,4.5,"76 km E of La Tirana, Chile",us,red
61.808,-154.265,10.0,2.4,Southern Alaska,ak,red
57.547,-153.865,59.3,2.3,"Kodiak Island region, Alaska",ak,red
9.023,126.49,35.0,4.4,"Mindanao, Philippines",us,red
19.558,-64.899,22.0,3.72,"134 km N of Charlotte Amalie, U.S. Virgin Islands",pr,yellow
19.17,-155.491,31.78,1.85,"Island of Hawaii, Hawaii",hv,red
61.434,-150.764,64.9,1.8,Southern Alaska,ak,red
61.468,-150.812,68.8,1.8,Southern Alaska,ak,red
51.753,-171.378,35.0,3.4,"200 km ESE of Atka, Alaska",us,red
13.989,92.869,16.0,4.4,"253 km N of Bamboo Flat, India",us,red
12.575,143.293,10.0,4.5,"167 km WSW of Merizo Village, Guam",us,red
31.716,-103.996,8.3,2.4,western Texas,tx,red
19.427,-155.574,37.65,2.17,"26 km NNW of Pāhala, Hawaii",hv,red
12.402,143.348,21.61,5.7,"172 km SW of Merizo Village, Guam",us,red
35.258,-98.028,9.22,1.85,"9 km SW of Minco, Oklahoma",ok,green
53.221,-165.693,35.0,2.7,"91 km SE of Unalaska, Alaska",us,red
57.892,-154.755,67.3,1.7,"40 km NNW of Karluk, Alaska",ak,red
38.004,-122.283,5.51,2.08,"1 km E of Pinole, CA",nc,yellow
18.154,-66.409,6.96,2.31,"8 km SSW of Orocovis, Puerto Rico",pr,yellow
51.458,-177.744,13.2,1.8,"89 km WSW of Adak, Alaska",ak,red
-49.396,30.369,10.0,4.9,south of Africa,us,red
31.715,-103.997,6.09,2.3,"37 km W of Mentone, Texas",tx,red
68.857,-145.129,0.8,2.6,"83 km NNE of Arctic Village, Alaska",ak,red
29.63,52.069,10.0,4.8,"40 km E of Kāzerūn, Iran",us,red
60.304,-152.201,83.7,1.7,"40 km NW of Ninilchik, Alaska",ak,red
64.138,-150.111,14.8,1.7,"46 km WSW of Clear, Alaska",ak,red
34.329,-119.273,12.54,2.08,"7 km NW of Ventura, CA",ci,yellow
31.726,-104.618,4.97,2.0,"54 km SSW of Whites City, New Mexico",tx,red
61.372,-146.114,20.2,1.7,"29 km NNE of Valdez, Alaska",ak,red
35.911,-117.703,7.89,1.59,"19 km E of Little Lake, CA",ci,yellow
61.104,-150.912,49.8,1.5,Southern Alaska,ak,red
39.542,-118.414,12.1,1.9,"29 km ENE of Fallon Station, Nevada",nn,yellow
18.322,-66.826,16.93,2.55,,pr,yellow
51.318,-177.077,35.0,2.7,"69 km SSW of Adak, Alaska",us,red
60.312,-151.378,65.9,1.6,"6 km WSW of Kasilof, Alaska",ak,red
49.409,-120.445,-0.37,2.12,"7 km SE of Princeton, Canada",uw,green
68.878,-145.002,8.3,1.6,northern Alaska,ak,red
-27.426,-66.273,10.0,4.6,"Catamarca, Argentina",us,red
68.876,-145.121,8.0,2.0,"85 km NNE of Arctic Village, Alaska",ak,red
18.63,-64.876,75.33,3.16,"32 km N of Charlotte Amalie, U.S. Virgin Islands",pr,yellow
59.521,-152.994,89.8,2.0,"63 km WNW of Nanwalek, Alaska",ak,red
52.74,-166.776,10.0,2.8,"Fox Islands, Aleutian Islands, Alaska",us,red
46.103,-119.168,7.73,1.54,"5 km SW of Highland, Washington",uw,green
62.457,-149.307,3.5,2.2,"41 km E of Chase, Alaska",ak,red
69.133,-144.751,11.8,1.6,"116 km NNE of Arctic Village, Alaska",ak,red
29.237,130.506,40.66,4.4,"110 km S of Koshima, Japan",us,red
61.058,-148.398,0.0,1.7,"35 km NNE of Whittier, Alaska",ak,red
39.621,-119.638,7.8,1.5,Nevada,nn,yellow
19.472,-155.693,7.63,2.08,,hv,red
65.75,-150.408,1.5,1.9,"29 km NNW of Rampart, Alaska",ak,red
9.574,122.236,10.0,4.2,"24 km WSW of Cayhagan, Philippines",us,red
45.177,-112.411,-2.0,1.59,,mb,green
59.879,-152.925,102.5,1.8,Southern Alaska,ak,red
54.619,-162.07,20.6,1.6,"51 km SSE of King Cove, Alaska",ak,red
50.833,-174.059,10.0,2.7,"Andreanof Islands, Aleutian Islands, Alaska",us,red
58.544,-151.891,29.4,1.9,"Kodiak Island region, Alaska",ak,red
54.475,-161.559,35.0,2.6,Alaska Peninsula,us,red
37.983,-122.458,-0.02,1.55,"6 km ESE of Santa Venetia, CA",nc,yellow
7.468,126.343,10.13,5.9,"18 km WSW of Batiano, Philippines",us,red
68.916,-144.412,3.4,1.6,"99 km NNE of Arctic Village, Alaska",ak,red
41.347,-121.124,-1.77,2.17,"21 km SW of Ambrose, CA",nc,yellow
61.43,-151.66,81.0,1.8,"44 km NW of Beluga, Alaska",ak,red
59.868,-153.415,130.7,2.0,,ak,red
54.696,-161.331,15.0,2.2,"75 km ESE of King Cove, Alaska",ak,red
17.837,-66.895,12.85,2.45,Puerto Rico region,pr,yellow
54.002,-163.497,35.0,3.6,"95 km S of False Pass, Alaska",us,red
62.531,-150.763,78.9,1.5,"3 km N of Petersville, Alaska",ak,red
68.214,-136.801,14.1,3.5,"127 km W of Inuvik, Canada",ak,red
61.273,-147.812,0.0,1.5,"60 km S of Glacier View, Alaska",ak,red
52.496,-174.492,183.06,3.0,,us,red
51.914,-177.362,94.3,2.2,"50 km W of Adak, Alaska",ak,red
60.555,-152.33,88.5,1.8,"55 km W of Salamatof, Alaska",ak,red
60.28,-152.068,90.5,1.8,"33 km NW of Ninilchik, Alaska",ak,red
37.072,-121.131,-0.1,2.6,"24 km SSW of Gustine, CA",nc,yellow
33.109,-116.136,11.55,2.12,"4 km S of Ocotillo Wells, CA",ci,yellow
32.228,-115.24,10.75,2.13,"7 km W of Alberto Oviedo Mota, B.C., MX",ci,yellow
59.024,-152.544,63.1,3.1,"51 km SW of Nanwalek, Alaska",ak,red
36.048,-79.131,5.39,2.24,"Hillsborough, NC",se,green
59.947,-152.819,92.5,1.7,"58 km WNW of Anchor Point, Alaska",ak,red
33.842,-116.937,14.9,1.75,"7 km NNE of San Jacinto, CA",ci,yellow
53.503,-165.869,48.5,2.3,"60 km SE of Unalaska, Alaska",ak,red
31.626,-104.502,8.81,2.1,"62 km S of Whites City, New Mexico",tx,red
19.171,-155.489,31.88,2.01,"3 km SSW of Pāhala, Hawaii",hv,red
19.384,-155.248,1.43,1.67,"6 km SSW of Volcano, Hawaii",hv,red
32.762,-100.61,6.33,2.2,"16 km SW of Rotan, Texas",tx,red
19.188,-155.485,31.58,1.91,"1 km SSW of Pāhala, Hawaii",hv,red
62.379,-148.252,20.0,1.5,"65 km N of Chickaloon, Alaska",ak,red
38.809,-122.817,2.96,1.58,"6 km NW of The Geysers, CA",nc,yellow
-20.557,-173.675,10.0,4.3,Tonga,us,red
35.797,-95.02,2.49,1.68,"4 km SE of Zeb, Oklahoma",ok,green
38.724,-118.492,7.7,1.5,"24 km ENE of Walker Lake, Nevada",nn,yellow
19.211,-155.489,35.47,2.24,"1 km NW of Pāhala, Hawaii",hv,red
-2.914,139.626,10.0,4.6,"117 km WSW of Abepura, Indonesia",us,red
53.729,-162.763,21.9,2.6,"132 km SSE of False Pass, Alaska",ak,red
63.023,-150.994,115.7,1.5,"59 km NNW of Petersville, Alaska",ak,red
57.858,-154.467,54.9,2.2,"32 km N of Karluk, Alaska",ak,red
-35.569,78.449,10.0,4.7,Mid-Indian Ridge,us,red
39.62,-119.632,8.2,1.7,,nn,yellow
19.169,-155.496,31.13,2.05,"4 km SSW of Pāhala, Hawaii",hv,red
-7.87,107.208,59.73,5.2,"78 km SSW of Banjar, Indonesia",us,red
19.193,-155.488,35.12,2.97,"1 km SW of Pāhala, Hawaii",hv,red
19.191,-155.486,33.78,1.87,"1 km SSW of Pāhala, Hawaii",hv,red
32.773,-115.814,7.6,1.58,"17 km ENE of Ocotillo, CA",ci,yellow
19.196,-155.486,35.79,2.58,"1 km SW of Pāhala, Hawaii",hv,red
37.134,-115.222,6.4,2.0,"26 km S of Alamo, Nevada",nn,yellow
61.354,-150.067,35.8,2.7,"4 km W of Point MacKenzie, Alaska",ak,red
31.482,-103.939,4.38,2.3,"23 km NW of Toyah, Texas",tx,red
61.308,-151.061,70.0,1.6,"18 km N of Beluga, Alaska",ak,red
31.58,-104.526,6.16,2.0,"66 km NNE of Van Horn, Texas",tx,red
62.922,-151.28,112.6,1.6,"54 km NNW of Petersville, Alaska",ak,red
39.132,-123.156,6.06,1.53,"1 km E of Talmage, CA",nc,yellow
63.631,-162.91,21.8,2.0,"33 km WNW of Stebbins, Alaska",ak,red
32.768,-100.61,3.94,1.8,,tx,red
60.519,-151.593,77.2,1.6,"18 km SW of Salamatof, Alaska",ak,red
39.626,-119.635,9.7,2.0,"6 km ESE of Spanish Springs, Nevada",nn,yellow
53.292,-166.784,46.8,2.8,"66 km SSW of Unalaska, Alaska",ak,red
58.17,-155.353,5.8,2.4,"85 km NW of Karluk, Alaska",ak,red
52.126,-175.5,130.8,2.5,"82 km ENE of Adak, Alaska",ak,red
59.758,-153.104,102.4,2.2,"56 km E of Pedro Bay, Alaska",ak,red
60.149,-152.679,101.6,1.9,"57 km W of Ninilchik, Alaska",ak,red
31.659,-104.342,6.23,2.4,"57 km S of Whites City, New Mexico",tx,red
31.663,-104.339,6.49,2.3,"56 km S of Whites City, New Mexico",tx,red
66.56,-146.947,12.4,1.6,"30 km NE of Beaver, Alaska",ak,red
60.12,-153.239,133.6,2.2,"60 km E of Port Alsworth, Alaska",ak,red
31.658,-104.412,6.39,2.4,"57 km S of Whites City, New Mexico",tx,red
-9.437,113.37,47.14,4.6,"127 km S of Kencong, Indonesia",us,red
36.625,-120.686,0.05,1.59,"23 km N of New Idria, CA",nc,yellow
43.654,-97.031,10.11,2.7,South Dakota,us,red
62.688,-152.275,128.6,1.5,"80 km WNW of Petersville, Alaska",ak,red
62.561,-151.277,98.1,1.9,"27 km WNW of Petersville, Alaska",ak,red
39.554,-123.358,8.17,1.88,"12 km N of Brooktrails, CA",nc,yellow
51.656,177.561,69.0,3.1,,ak,red
63.297,-151.042,8.3,2.8,"43 km SE of Denali National Park, Alaska",ak,red
58.254,-155.14,4.2,1.5,"86 km NNW of Karluk, Alaska",ak,red
19.138,-64.459,34.0,3.51,,pr,yellow
19.149,-64.538,22.0,3.71,Virgin Islands,pr,yellow
33.303,-115.704,2.46,1.78,"6 km SSE of Bombay Beach, CA",ci,yellow
44.664,-114.375,8.76,2.06,"21 km NNW of Challis, Idaho",mb,green
61.584,-146.556,12.4,1.9,"46 km SSE of Nelchina, Alaska",ak,red
39.621,-119.634,10.5,3.6,Nevada,nn,yellow
41.073,-124.049,16.97,2.16,"6 km NE of Westhaven-Moonstone, CA",nc,yellow
39.625,-119.636,10.7,1.8,"6 km ESE of Spanish Springs, Nevada",nn,yellow
44.655,-114.376,7.21,1.61,"20 km NW of Challis, Idaho",mb,green
42.464,49.34,10.0,4.5,"97 km ENE of Derbent, Russia",us,red
31.616,-104.504,8.5,2.4,"63 km S of Whites City, New Mexico",tx,red
55.564,-161.616,112.4,1.9,"54 km SSW of Nelson Lagoon, Alaska",ak,red
19.232,-155.38,32.55,1.93,"10 km ENE of Pāhala, Hawaii",hv,red
57.579,-154.548,53.6,2.1,"5 km W of Karluk, Alaska",ak,red
19.209,-155.482,32.4,2.47,"0 km NNW of Pāhala, Hawaii",hv,red
36.497,-121.076,8.2,1.55,"7 km ESE of Pinnacles, CA",nc,yellow
65.035,-149.645,12.9,1.5,"18 km SW of Minto, Alaska",ak,red
64.978,-149.701,12.4,1.6,"25 km SW of Minto, Alaska",ak,red
65.01,-149.743,6.2,1.5,"24 km SW of Minto, Alaska",ak,red
17.919,-66.944,9.37,2.29,"6 km SSW of Guánica, Puerto Rico",pr,yellow
19.087,-64.411,27.0,3.61,"92 km NNE of Cruz Bay, U.S. Virgin Islands",pr,yellow
40.248,-121.17,6.0,2.33,"4 km N of Almanor, CA",nc,yellow
61.502,-152.0,7.9,1.8,"63 km SSW of Skwentna, Alaska",ak,red
40.235,-121.17,6.46,2.35,"2 km NNE of Almanor, CA",nc,yellow
39.621,-119.631,9.6,2.4,"7 km ESE of Spanish Springs, Nevada",nn,yellow
14.59,40.663,10.0,4.5,Eritrea - Ethiopia region,us,red
60.802,-151.673,74.6,2.0,"24 km WNW of Nikiski, Alaska",ak,red
38.687,-122.501,6.42,1.51,"12 km SE of Middletown, CA",nc,yellow
12.464,-87.989,63.39,4.6,"66 km WSW of Jiquilillo, Nicaragua",us,red
19.196,-64.471,29.0,3.82,"101 km NNE of Cruz Bay, U.S. Virgin Islands",pr,yellow
28.797,-98.452,4.55,2.0,"4 km E of Christine, Texas",tx,red
19.157,-64.671,27.45,3.39,"92 km N of Cruz Bay, U.S. Virgin Islands",pr,yellow
53.535,-165.227,25.4,2.1,"75 km SSE of Akutan, Alaska",ak,red
54.779,-163.535,7.53,2.5,"Unimak Island region, Alaska",us,red
17.907,-66.836,10.96,2.46,"9 km SE of Maria Antonia, Puerto Rico",pr,yellow
25.934,128.445,10.0,5.0,"Ryukyu Islands, Japan",us,red
19.704,-64.496,35.0,4.0,"155 km NNE of Cruz Bay, U.S. Virgin Islands",pr,yellow
39.504,-123.002,4.06,1.65,"11 km NNW of Lake Pillsbury, CA",nc,yellow
65.382,-162.772,4.1,1.6,"77 km S of Deering, Alaska",ak,red
54.54,-163.412,75.8,2.9,"34 km S of False Pass, Alaska",ak,red
54.766,-163.541,5.5,1.8,"12 km SW of False Pass, Alaska",ak,red
44.843,-116.088,6.97,1.81,"7 km S of McCall, Idaho",mb,green
60.103,-152.476,100.9,1.8,"44 km WNW of Happy Valley, Alaska",ak,red
34.713,61.961,10.0,4.1,western Afghanistan,us,red
62.822,-150.664,87.6,1.5,"36 km N of Petersville, Alaska",ak,red
53.96,-165.152,64.9,2.1,"Fox Islands, Aleutian Islands, Alaska",ak,red
-24.181,-68.088,117.2,4.4,"141 km S of San Pedro de Atacama, Chile",us,red
38.12,-121.638,7.78,2.78,"5 km SSW of Isleton, CA",nc,yellow
-23.644,179.413,542.67,4.3,south of the Fiji Islands,us,red
17.933,-66.962,15.38,2.58,"7 km SW of Guánica, Puerto Rico",pr,yellow
30.835,141.344,10.0,4.5,"Izu Islands, Japan region",us,red
59.667,-152.17,56.7,1.9,"22 km WSW of Anchor Point, Alaska",ak,red
51.581,-176.753,37.1,2.3,"33 km SSW of Adak, Alaska",ak,red
-15.507,167.566,142.85,4.3,"43 km E of Luganville, Vanuatu",us,red
30.856,141.618,10.0,4.7,,us,red
-29.384,-176.224,10.0,5.3,Kermadec Islands region,us,red
-21.767,-67.337,195.59,4.3,"112 km ESE of Ollagüe, Chile",us,red
35.206,-84.245,7.34,1.85,,se,green
42.173,140.229,149.63,4.4,"23 km NNE of Otobe, Japan",us,red
51.39,-177.079,35.0,2.9,"62 km SSW of Adak, Alaska",us,red
31.627,-104.507,7.52,3.5,"62 km SSW of Whites City, New Mexico",tx,red
17.938,-66.844,18.31,2.18,"6 km SE of Maria Antonia, Puerto Rico",pr,yellow
65.231,-162.753,12.9,2.0,"68 km NNE of White Mountain, Alaska",ak,red
19.208,-155.388,30.54,2.12,"9 km E of Pāhala, Hawaii",hv,red
18.029,-66.842,16.8,2.49,Puerto Rico region,pr,yellow
19.334,-155.293,1.92,1.7,"Island of Hawaii, Hawaii",hv,red
53.272,-164.226,10.0,2.9,,us,red
18.491,-69.081,149.49,3.8,"11 km ESE of Ramón Santana, Dominican Republic",us,red
39.616,-119.636,6.9,1.6,"7 km ESE of Spanish Springs, Nevada",nn,yellow
35.374,-97.0,4.83,1.95,"4 km ESE of Dale, Oklahoma",ok,green
30.91,141.449,10.0,5.1,"Izu Islands, Japan region",us,red
60.172,-152.003,68.4,3.5,"22 km NW of Ninilchik, Alaska",ak,red
-23.147,-112.664,10.0,4.6,,us,red
38.906,71.537,2.69,4.2,"36 km S of Karakenja, Tajikistan",us,red
